content,label
Size áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng,1
Chất lượng sp tốt tuyệt vời,1
"Chất vải rất mỏng, màu cũng xấu không không đẹp không đẹp như hình",2
Y hình chuẩn đẹp👍 Chất lượng sản phẩm tuyệt vời,1
áo rất đẹp - anh chị shop rất nhiệt tình - đóng gói rất đẹp.. cảm ơn anh chị shop,1
"Hàng y hình Thời gian giao hàng nhanh ,vải mỏng",1
Nhìn chung tạm ổn,0
Ống tay xấu,2
Áo mỏng hơn so với mình nghĩ nhưng vẫn ok,0
Chất lượng sản phẩm tuyệt vời,1
"Thời gian giao hàng rất nhanh, vải đẹp",0
"foem dáng ko giống mẫu mặc,may nhái lại thôi ạ, chât vải đc",0
Áo đẹp. .. ok.,1
Cho 5*,1
Áo rất đẹp Thời gian giao hàng rất nhanh,1
"Áo đẹp, giá rẻ",1
Nói chung mình thấy ok,1
"Áo chất đẹp thích hợp đi chơi, giao hành nhanh, nv tư vấn nhiệt tình",1
Phù hợp giá tiền,1
"Sản phẩm k giống hình lắm, mặc 2 lần dạn hết đường chỉ",2
Shop phục vụ rất tốt Rất đáng tiền,1
E thích lắm,1
"Giống hình, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh",1
"Cũng cùng hãng giày nay co shop ban co 79k, nen cac bạn tim hieu kỹ khi đặt hàng",0
"Chất thì dc mà form ko chuẩn,sz XL ghi 53-68kg mà 55kg mặc thấy k dc thoải mái ,2c màu ghi thì chật k mặc dc",2
Đóng gói còn tốt nữa,1
Vận chuyển siêu nhanh,1
Chất liệu vải k co giãn,2
Éo ra j,2
Nắp túi bị lệch,2
Mình nhận dc cái túi nó móp méo,0
Áo nhỏ quá,2
Áo vải rất đẹp,1
Shop phục vụ rất tốt,1
"Hàng đẹp, chủ shop nhiệt tình ❤️",1
Chúc shop càng ngày càng đắt hàng <3,1
Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền,1
Ko giao vẫn tính tiền,2
Ủng hộ shop 5sao,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,1
Vì giá rẻ,0
Giao sai size quân nhưng liên hệ với shop không bắt máy,2
"Địu chắc chắn, thoáng.Đỡ mỏi tay, nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Giao hàng nhanh ❤️ áo xinh như hình ❤️ mỗi tội hơi mỏng xíu,1
Dc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Mặc rất thích :3,1
"Giá cả chấp nhận được, Thời gian giao hàng rất nhanh",1
Sẽ ủng hộ shop dài dài 😘,1
Áo dày dặn và đẹp giống hình,1
Chúc c luôn đắt hàng,1
Quần cực kì đẹp,1
Cung tam dc,0
"Vải ok nhưng hơi nhỏ, ko hài lòng việc đã nhắn shop ko ghi rõ thông tin ngoài bao bì nhưng vẫn ko thực hiện, thiếu lưu ý việc tê nhị",0
Phơi nắng r mà ko thấy sáng,2
Mình thấy rất êm chân,1
Thái độ phục vụ ok,1
Mình mặc vào nhìn như cái váy chống nắng ý,2
Nói chung thất vọng về sp,2
Màu hơi tối hơn so với ảnh sản phẩm,2
"Sp chất lượng, ngon, giá rẻ hơn các chỗ khác",1
Quần cũng ok đẹp,1
"Chất lượng sản phẩm tuyệt vời rất ok pin ổn ,nên mua nha mọi người 5sao",1
Phí tiền,2
Vải mỏng và hơi ngắn Thời gian giao hàng tạm được,2
Về giặt túi là vứt luôn ..,2
Hàg y hình,1
Đóng gói sản phẩm chắc chắn,1
Đặt3 giao 1 làm ăn vậy lun,2
Dây yếm hơi dài và có chỗ bị sứt chỉ,2
Hàng đẹp gía rẻ sẽ tiếp tục ủng hộ,1
Giao hàng nhanh,1
Vừa với giá tiền. 😃😃😃,1
Chứ vậy sẽ mất uy tín lắm,2
"Vải hơi mỏng nhưng mùa hè mặc mát, màu k giống hình lắm nhưng cũng đẹp",0
Giao hàng nhanh,1
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn,1
Quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
Hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra,1
Hàng bỏ đi chưa mặc đã thủng,2
Vải dom áo ko giống trong hjnh giả tạo xấu xí,2
Giày đẹp trog tầm giá. 😍,1
"Quá đẹp so với giá, chị chủ dễ thương, tặng chị cái ảnh 😚😍👏🏻",1
Hàng y mẫu,1
"Mua size S giao size L,mác thì size S,mác ở quần thì size L,bán hàng thế này là cố tình nhầm size,mọi người xem sét trước khi mua shop này nhé",2
"Giao lâu, áo phù hợp với giá",1
So với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp,1
"Chất lượng sản phẩm tuyệt vời , shop dễ thương phục vụ tốt ❤️",1
Shop nên xem lại cách đo size cho khách,0
Shop phục vụ tạm được,0
"Áo dày và hịn lắm ạ, chị chủ shop lại còn tư vấn nhiệt tình nữa :)))",1
"áo ko đẹp giống hình, lại bị nhỏ mặc không vừa",2
"Chân váy đẹp, chất vải tốt chưa biết có ra màu không Mua hàng ở shop nhiều lần đều ưng ý hàng có hư hỏng gì shop cũng hỗ trợ hết mình Thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng",1
"Chất liệu tạm, hơi nhỏ",0
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,1
Rất thích!,1
Thời gian giao hàng rất nhanh,1
đẹp lắm bạn nào ko tin ib. tớ cho xem ảnh. là ng tiêu dùng mua đồ hãy xem đánh giá trước,1
Màu sắc k như hình,2
Sẽ ủng hộ shop liên tục 👍🏻,1
Đường chỉ may không chắc,2
Hàng đẹp,1
Hàng đẹp đúng y mẫu .tks shop nhìu,1
Sẽ tiếp tục ủng hộ shop dài dài,1
Cách shop phục vụ rất nhiệt tình,1
Chất lượng kém,2
Giống hình,1
"Sp chất lượng , hàng như hình , soạn hàng nhanh, gói hàng cẩn thận",1
Form đẹp,1
Nói chung là đc shop à,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn shop phụ vụ rat chu đáo cảm ơn món quà nhỏ của shop,1
"Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, Rất đáng tiền",1
"Sp giống hình, thời gian giao khá lâu, nội thành HN mất 4-5 hôm",0
"Cứ gần hết kẹo mút ghiền là ghé thăm shop,sẵn ngay ngày 10/10 có được voucher 10% với chơi lắc xu mấy ngày cũng gần 18k,mà mua 3sp kẹo mút được giảm 10% nữa chứ.mà chỉ có bị cái cho nó tự động chọn bên vc,ko để ý tưởng sh 4H ai ngờ lại GHTK...NÊN ko được nhận trong ngày.sp HSD&NSX rất OK.THANKS SHOP",1
Hơi buồn cái này thôi còn lại thì ok. 4 sao cho shop sau này rút kinh nghiệm bán đồ chơi con nít bọc nilong lại cho nó đỡ bám bụi,1
Chảo to nhưng mỏng và k phải vân đá mà là mạ nha các bạn,0
"Phân loại hàng hơi rắc rối, mình k mua được cái muốn mua",2
Vải trước đẹp hơn,1
Mọi người nhớ mua nhiều ở shop hơn nhé,1
Đáng đồng tiền,1
Rộng phải tạ mới mặc vừa,0
Tiền nào của nấy,0
"Chất lượng sản phẩm tốt, Thời gian giao hàng rất nhanh",1
Dáng xấu,2
Rất hài lòng về quần lót bầu,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,1
Mặc lên dính sát vào người chứ không đứng áo như trong hình,2
Rất đáng tiền,1
Giao hàng nhanh,1
"Áo đẹp dã man luôn,shop tư vấn nhiệt tình",1
"Giao hàng nhanh, quần đẹp đáng so với tiền bỏ ra, shop nhiệt tình yêu shop",1
"- Làm bánh cho KH mà làm sai loại bánh, vô làm lại thì bánh cháy",2
"Thời gian giao hàng nhanh, sp k đc như ý..",1
Mình không bàn về chất lượng vải,0
"Shop giao thiếu ví này :""(((( và mấy món khác cũng sai màu hơi nhiều",2
hàng quá đẹp so với giá thành,1
Hàng y hình,1
"Lạp xưởng ngon, nhìn mỡ vậy mà khi chiên xong ăn ko bị ngán, giá đẹp",1
Giầy cũng khá đẹp,1
Hàng y ảnh nha,1
Thời gian giao hàng rất chậm,2
So với giá thì vầy là ổn quá rồi :3,1
"Chất lượng kém vải cứng k mềm, đường may ẩu, dáng bị hẫng",2
Vải mặc mát,1
Mặc rất thoải mái,1
Áo trắng chất lượng quá thấp còn bị bẩn nhiều nơi giặt ko ra,2
Chất vải đẹp,1
Tiền nào của nấy tất mới mua nhg bị rạn nhỏ,2
Good value for money,1
Ngày nay chả flash gì cũng 33k/ chai,0
Cug tam dc .vai cug kg dep lam,0
Chúc shop đắt hàng,1
Né shop này ra nếu ko mún bực bội,2
K giống ảnh lắm,2
Quần chất mềm..khá rẻ và ok,1
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền,1
Màu tím vỏ ngoài mo hết chu,0
Mặc rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,1
Ao dep nhung form nho so voi bang kich thuoc nen mac ko vua,0
"Áo thun chất vải mỏng mát, ko mỏng lắm đâu nha, ok lắm!",1
Minhk đã nhận được hàng,1
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1
Nhưng mỗi tội lạc đơn hàng phải đặt lần 2 bù Shop nhiệt tình nên xí xóa,1
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được,0
Shop phục vụ rất tốt,1
Mua về giặt cho hết mùi vải rồi lem tùm luôn,2
Sản phẩm phù hợp với giá tiền,1
Chúc shop buôn bán thuận lợi và thành công,1
Chị chjr còn tặng cho dây buộc tóc nữa❤ Ngàn sao cho shop,1
Giấy dai,2
"Vải hơi mỏng , y hình Đóng gói sản phẩm chắc chắn Phù hợp giá tiền giao hang nhanh",1
"Dáng áo đẹp , hợp với giá tiền",1
"Chất vải mỏng lét, thun co giãn",2
"Giống 95% ảnh, êm, đẹp, ưng 💕💕",1
Ao dep,1
Chất lượng sản phẩm tốt Giá cả chấp nhận được Thời gian giao hàng nhanh,1
Áo đẹp y hình luôn ạ 😚,1
- Áo đẹp lắm nhaaa mọi ng <3 cứ yên tâm mua đi ạ,1
Dép mang rất êm chân,1
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ rất tốt,1
Son lên màu đẹp,1
Giao nhanh,1
Chất liệu đẹp,1
Áo k giống hình lắm,2
Sẽ mua lại,1
Giao màu Đen!!!?,0
"Áo ok, rộng xíu thì ok hơn",1
Mũ chất👍,1
Lần này mua cả thùng rất đáng tiền ạ để lâu cũng không lo lắng,1
hang nhin vay thoi. chu luc giao hang thi ko dung voi mo ta,2
"Đẹp,giao nhanh:))rẻ:))10đ",1
"Áo giống y hình, rất vừa",1
Sao dây cuốn cán và cái chốt ở cán mới bóc nilon ra đã bung hết vậy bạn,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
"Mua tận 6 cái cho bọn bạn , mà chúng nó ưng lắm ❤ nói chung là tuyệt vời",1
Mua bỉm của shop lần 2 và lần nào cũng ưng.sẽ ủng hộ dài luôn 😚😚,1
Chất lượng sản phẩm tạm được Giá cả chấp nhận được.bột không dc min lam uống bi sạm,0
Thơm,1
Không đáng tiền,2
Đóng gói sản phẩm chắc chắn,1
Mọi người yên tâm mua đồ ở shop nhé ❤️ thời gian giao hàng cũng nhanh nữa,1
K đc full bóx Chất lượng sản phẩm tốt Thời gian giao hàng nhanh đóng gói sản phầm còn móp méo,2
Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,1
hàng củng tạm đc giao hang cung nhanh nhung cước phí thì hoi mắt,2
Rất đáng tiền,1
Thời gian giao hàng rất chậm,2
Chúc shop luôn đắt hàng nhé,1
"Áo đặt nơi giao hàng ngã, thất vọng về shop quá, huy vọng shop lần sau rút kinh nghiệm cho ~ khách hàng khác, kiểm tra thông tin trc khi gửi hàng",2
Nhưng m đã ghi là chọn hồng chứ kp hồng đậm mà lại gửi hồng đậm cho m,2
"xong giao màu khác, ko muốn phiền nên ko muốn đổi",2
"Đóng gói sản phẩm chắc chắn, thời gian giao hàng nhanh",1
Áo k giống hình tay ngắn shop bán hàng ib k rep :))) Chất lượng sản phẩm rất kém,2
Chất lượng sản phẩm tuyệt vời ❤️,1
Chất lượng sản phẩm giống mô tả,1
Chất ổn so với giá,0
Vải áo rất mềm mại,1
Máy uốn rất nhanh duỗi nếp tóc :((,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn,1
Vải đẹp lắm shop 💚,1
"Shop tư vấn size quá rộng, ống quần thùng thình mặc không được",2
Mình lấy 2 tất màu trắng và 2 đen sao shop giao cho mình 4 tất màu đen vậy,0
Cảm ơn shop,1
Hơi to xíu nhưng E thích,1
Công nhận là rất đẹp ạ. 260k e mua đc.2 cái áo cho ông ck e,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, ko ngờ áo đẹp như zi vải thì ô sờ kê,",1
"Chỉ riêng đợt này rất bất mãn, đồ không giống hình lắm, mua màu đỏ lại giao màu đen",2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Quá tuyệt,1
Áo đẹp nhưng màu đỏ đô thì không chuẩn,0
"Bạn shop dễ thương, giao hàng nhanh, quần vải mềm, co giãn nhiều, mình mua xanh đậm cảm giác màu ko giống hình mẫu lắm",0
"Vải đẹp, mỏng nhưng k lộ",1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt🙂,1
Sp quá tệ,2
Rất hợp ý 2 vợ chồng m rất thích giày đi êm nhẹ chân lắm,1
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,1
Ổn lắm ạ,1
Gói hàng chắc chắn và giao nhanh,1
giao sai size.. đặt cùng size mà giao cái lớn cái nhỏ xíu,2
Đẩy ngực,1
Áo dứi 53kg,0
"5* , có 10* mình cho luôn ý",1
Giận,2
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền,1
Mỗi tội đóng gói k đc đẹp cho lắm nhưng vẫn cho shop 5 sao,1
Chua xem hàng cơ mà giao hàng nhanh quá,1
"Hàng mặc lên đẹp lắm shop, sẽ ủng hộ tiếp",1
Để nguyên cái dây dài cả kilomet.hàng thì nhìn đẹp nhưng không biết dùng được bền không. nói chung bán hàng thì nên care khách chút,2
Chi co mot dau cap sac thoi :((,2
Coi phim vẫn rất hời lun á,2
Rất ưng váy,1
"Size áo ngắn quá k dài như ảnh, còn chưa tới đầu gối nữa",2
Shop phục vụ rất tốt,1
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt,1
"Chuẩn ảnh, rất ok",1
Bìa cực đẹp,1
thấy da mặt khô hon.bớt dầu.da minh thuộc da nhạy cảm.nhung dùng rat ok.k bị mẩn ngứa,1
Chất lượng sản phẩm tốt,1
Mk đặt 30 cái mà không mẫu nào giống nhau 😍😍,1
"Hàng giao nhanh, tốt",1
"Áo y hình luôn nhé, rất đẹp Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền",1
"Vải thun mềm, co giãn tốt",1
Chất vải rất đẹp,1
Thời gian giao hàng rất nhanh,1
Chất lượng sản phẩm tuyệt vời,1
"Shop phục vụ khá tốt Tuy nhiên cần che tên mặt hàng đi nha, gặp shipper nam ngại chết đc 😂 Đáng đồng tiền",0
ÁO MẶC KHÔNG VỪA..,2
như mấy áo bt,0
Chất vải hơn mong đợi,1
"Áo đẹp, vải áo mịn và mát, hình cò thì hơi vàng",1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,1
"Áo hơi bó, nhưng nhìn chung là ổn",1
50kg mặc hơi kích vai,2
ok. hag đẹp,1
"Đường chỉ may bị lỗi, vãi mỏng không giống trong hình, mình mua màu trắng shop lại giao màu đen nói tóm lại shop không uy tín, mình khuyên mọi người khi mua hàng ở shop cần phải cân nhắc trước khi mua 👎shop làm mình thất vọng khi mua hàng trên shopee quá",2
